caseyear,state,st_case,statename,ve_total,ve_forms,pvh_invl,peds,pernotmvit,permvit,persons,county,countyname,city,cityname,day,month,monthname,year,day_week,day_weekname,hour,hourname,minute,minutename,nhs,nhsname,rur_urb,rur_urbname,func_sys,func_sysname,rd_owner,rd_ownername,route,routename,tway_id,tway_id2,milept,mileptname,latitude,latitudename,longitud,longitudname,sp_jur,sp_jurname,harm_ev,harm_evname,man_coll,man_collname,reljct1,reljct1name,reljct2,reljct2name,typ_int,typ_intname,wrk_zone,wrk_zonename,road_fnc,road_fncname,rel_road,rel_roadname,lgt_cond,lgt_condname,weather1,weather1name,weather2,weather2name,weather,weathername,sch_bus,sch_busname,rail,railname,not_hour,not_hourname,not_min,not_minname,arr_hour,arr_hourname,arr_min,arr_minname,hosp_hr,hosp_hrname,hosp_mn,hosp_mnname,cf1,cf1name,cf2,cf2name,cf3,cf3name,fatals,drunk_dr
2014,1,10173,Alabama,1,1,0,0,0,1,1,43,CULLMAN (43),0,NOT APPLICABLE,30,3,March,2014,1,Sunday,22,10:00pm-10:59pm,45,45,0,This section IS NOT on the NHS,,,,,,,4,County Road,CR-35,,0,None,33.87422500,33.87422500,-86.926094440,-86.926094440,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,6,Rural-Local Road or Street,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,23,11:00pm-11:59pm,17,17,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
2014,1,10174,Alabama,3,3,0,0,0,5,5,81,LEE (81),200,AUBURN,30,3,March,2014,1,Sunday,17,5:00pm-5:59pm,11,11,0,This section IS NOT on the NHS,,,,,,,6,Local Street - Municipality,E SAMFORD AVE,GREEN ST,0,None,32.59889167,32.59889167,-85.458558330,-85.458558330,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",6,"Angle ",0,No,2,Intersection,2,Four-Way Intersection,0,None,14,Urban-Minor Arterial,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,17,5:00pm-5:59pm,24,24,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2014,1,10175,Alabama,2,2,0,0,0,2,2,55,ETOWAH (55),0,NOT APPLICABLE,31,3,March,2014,2,Monday,2,2:00am-2:59am,30,30,1,This section IS ON the NHS,,,,,,,1,Interstate,I-59,,1788,1788,33.97025833,33.97025833,-86.117977780,-86.117977780,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,11,Urban-Principal Arterial-Interstate,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,2,2:00am-2:59am,49,49,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
2014,1,10176,Alabama,1,1,0,0,0,1,1,73,JEFFERSON (73),3080,TRUSSVILLE,7,4,April,2014,2,Monday,99,Unknown Hours,99,Unknown Minutes,0,This section IS NOT on the NHS,,,,,,,4,County Road,CR-ROPER RD,,0,None,33.60738611,33.60738611,-86.581747220,-86.581747220,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,16,Urban-Local Road or Street,4,On Roadside,9,Unknown,99,Unknown,0,No Additional Atmospheric Conditions,99,Unknown,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,8,8:00am-8:59am,51,51,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
2014,1,10177,Alabama,1,1,0,0,0,1,1,97,MOBILE (97),2100,MOBILE,3,4,April,2014,5,Thursday,3,3:00am-3:59am,45,45,1,This section IS ON the NHS,,,,,,,3,State Highway,SR-AIRPORT BLVD,WILLOW BROOK RUN,170,170,30.67999444,30.67999444,-88.194144440,-88.194144440,0,No Special Jurisdiction,30,Utility Pole/Light Support,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,"Intersection-Related ",2,Four-Way Intersection,0,None,13,Urban-Other Principal Arterial,4,On Roadside,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,3,3:00am-3:59am,50,50,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
2014,1,10178,Alabama,1,1,0,0,0,1,1,97,MOBILE (97),690,CITRONELLE,4,4,April,2014,6,Friday,5,5:00am-5:59am,56,56,0,This section IS NOT on the NHS,,,,,,,4,County Road,CR-PRINE ROAD,,0,None,31.07366111,31.07366111,-88.286405560,-88.286405560,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,6,Rural-Local Road or Street,4,On Roadside,4,Dawn,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,6,6:00am-6:59am,30,30,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
2014,1,10179,Alabama,2,2,0,0,0,2,2,95,MARSHALL (95),400,BOAZ,4,4,April,2014,6,Friday,15,3:00pm-3:59pm,20,20,0,This section IS NOT on the NHS,,,,,,,6,Local Street - Municipality,BILLY DYAR BLVD,,0,None,34.19482500,34.19482500,-86.161066670,-86.161066670,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,15,Urban-Collector,1,On Roadway,1,Daylight,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,15,3:00pm-3:59pm,21,21,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2014,1,10180,Alabama,1,1,0,0,0,1,1,81,LEE (81),2340,OPELIKA,5,4,April,2014,7,Saturday,11,11:00am-11:59am,10,10,0,This section IS NOT on the NHS,,,,,,,2,U.S. Highway,US-SR 38,,0,None,32.64038889,32.64038889,-85.411016670,-85.411016670,0,No Special Jurisdiction,32,Culvert,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,14,Urban-Minor Arterial,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,11,11:00am-11:59am,21,21,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2014,1,10181,Alabama,1,1,0,0,0,1,1,33,COLBERT (33),660,CHEROKEE,9,3,March,2014,1,Sunday,14,2:00pm-2:59pm,42,42,0,This section IS NOT on the NHS,,,,,,,6,Local Street - Municipality,NORTH PIKE,,0,None,34.76074444,34.76074444,-87.966302780,-87.966302780,0,No Special Jurisdiction,30,Utility Pole/Light Support,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,Rural-Major Collector,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,14,2:00pm-2:59pm,50,50,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2014,1,10182,Alabama,1,1,0,1,1,4,4,3,BALDWIN (3),2355,ORANGE BEACH,29,3,March,2014,7,Saturday,22,10:00pm-10:59pm,5,5,1,This section IS ON the NHS,,,,,,,3,State Highway,SR-182,,160,160,30.26855000,30.26855000,-87.590919440,-87.590919440,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,13,Urban-Other Principal Arterial,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,22,10:00pm-10:59pm,17,17,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
2014,1,10183,Alabama,2,2,0,0,0,4,4,51,ELMORE (51),3270,WETUMPKA,4,4,April,2014,6,Friday,7,7:00am-7:59am,20,20,0,This section IS NOT on the NHS,,,,,,,3,State Highway,SR-14,HWY 212,1700,1700,32.53908056,32.53908056,-86.224794440,-86.224794440,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",6,"Angle ",0,No,2,Intersection,3,T-Intersection,0,None,14,Urban-Minor Arterial,1,On Roadway,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,7,7:00am-7:59am,30,30,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2014,1,10184,Alabama,2,2,0,0,0,6,6,21,CHILTON (21),0,NOT APPLICABLE,12,4,April,2014,7,Saturday,12,12:00pm-12:59pm,45,45,0,This section IS NOT on the NHS,,,,,,,3,State Highway,SR-22,CR-37,636,636,32.83092222,32.83092222,-86.700847220,-86.700847220,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",6,"Angle ",0,No,2,Intersection,2,Four-Way Intersection,0,None,3,Rural-Minor Arterial,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2014,1,10185,Alabama,1,1,0,0,0,3,3,13,BUTLER (13),1460,GREENVILLE,15,4,April,2014,3,Tuesday,13,1:00pm-1:59pm,52,52,1,This section IS ON the NHS,,,,,,,1,Interstate,I-65,,1263,1263,31.80514722,31.80514722,-86.669611110,-86.669611110,0,No Special Jurisdiction,24,Guardrail Face,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,Rural-Principal Arterial-Interstate,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,13,1:00pm-1:59pm,55,55,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2014,1,10186,Alabama,2,2,0,0,0,3,3,93,MARION (93),1490,GUIN,17,4,April,2014,5,Thursday,9,9:00am-9:59am,52,52,0,This section IS NOT on the NHS,,,,,,,2,U.S. Highway,US-SR 171,,626,626,33.99580833,33.99580833,-87.929555560,-87.929555560,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,3,Rural-Minor Arterial,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,2,0
2014,1,10187,Alabama,2,2,0,0,0,5,5,97,MOBILE (97),2100,MOBILE,18,4,April,2014,6,Friday,2,2:00am-2:59am,17,17,1,This section IS ON the NHS,,,,,,,1,Interstate,I-65,,60,60,30.73969722,30.73969722,-88.108738890,-88.108738890,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",1,"Front-to-Rear ",0,No,1,Non-Junction,1,Not an Intersection,0,None,11,Urban-Principal Arterial-Interstate,1,On Roadway,3,Dark - Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,2,2:00am-2:59am,22,22,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2014,1,10188,Alabama,1,1,0,0,0,3,3,73,JEFFERSON (73),0,NOT APPLICABLE,13,4,April,2014,1,Sunday,1,1:00am-1:59am,49,49,0,This section IS NOT on the NHS,,,,,,,4,County Road,CR-BANKHEAD HWY,,0,None,33.72196667,33.72196667,-86.990663890,-86.990663890,0,No Special Jurisdiction,34,Ditch,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,Rural-Major Collector,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,2,2:00am-2:59am,8,8,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,1
2014,1,10189,Alabama,2,2,0,0,0,2,2,73,JEFFERSON (73),330,BESSEMER,4,4,April,2014,6,Friday,1,1:00am-1:59am,29,29,1,This section IS ON the NHS,,,,,,,1,Interstate,I-59,,1040,1040,33.34399444,33.34399444,-87.025961110,-87.025961110,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,11,Urban-Principal Arterial-Interstate,1,On Roadway,2,Dark - Not Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,1,1:00am-1:59am,36,36,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
2014,1,10190,Alabama,1,1,0,0,0,1,1,83,LIMESTONE (83),0,NOT APPLICABLE,4,4,April,2014,6,Friday,19,7:00pm-7:59pm,30,30,0,This section IS NOT on the NHS,,,,,,,4,County Road,CR-PETTUSVILLE RD,,0,None,34.94473889,34.94473889,-86.948225000,-86.948225000,0,No Special Jurisdiction,32,Culvert,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,5,Rural-Minor Collector,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,19,7:00pm-7:59pm,50,50,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2014,1,10191,Alabama,1,1,0,0,0,1,1,101,MONTGOMERY (101),0,NOT APPLICABLE,4,4,April,2014,6,Friday,10,10:00am-10:59am,15,15,0,This section IS NOT on the NHS,,,,,,,4,County Road,CR-WARES FERRY ROAD,,0,None,32.39079167,32.39079167,-86.213061110,-86.213061110,0,No Special Jurisdiction,10,Railway Vehicle,0,Not a Collision with Motor Vehicle In-Transport,0,No,6,"Railway Grade Crossing ",1,Not an Intersection,0,None,14,Urban-Minor Arterial,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,635885w,635885w,99,Unknown,99,Unknown,10,10:00am-10:59am,45,45,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
2014,1,10192,Alabama,1,1,0,0,0,1,1,51,ELMORE (51),0,NOT APPLICABLE,5,4,April,2014,7,Saturday,2,2:00am-2:59am,34,34,0,This section IS NOT on the NHS,,,,,,,4,County Road,CR-REDLAND ROAD,,0,None,32.73550278,32.73550278,-86.111072220,-86.111072220,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,Rural-Major Collector,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,3,3:00am-3:59am,0,0,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
2014,1,10193,Alabama,1,1,0,0,0,2,2,81,LEE (81),0,NOT APPLICABLE,6,4,April,2014,1,Sunday,18,6:00pm-6:59pm,32,32,0,This section IS NOT on the NHS,,,,,,,4,County Road,CR-207,,0,None,32.47321111,32.47321111,-85.140686110,-85.140686110,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,16,Urban-Local Road or Street,4,On Roadside,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,18,6:00pm-6:59pm,40,40,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2014,1,10194,Alabama,1,1,0,0,0,2,2,131,WILCOX (131),0,NOT APPLICABLE,8,4,April,2014,3,Tuesday,4,4:00am-4:59am,30,30,1,This section IS ON the NHS,,,,,,,3,State Highway,SR-5,,210,210,32.15176667,32.15176667,-87.518911110,-87.518911110,0,No Special Jurisdiction,11,Live Animal,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,2,Rural-Principal Arterial-Other,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,88,Not Applicable (Not Notified),88,Not Applicable (Not Notified),88,"Not Applicable ",88,Not Applicable,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,2,1
2014,1,10195,Alabama,1,1,0,0,0,1,1,87,MACON (87),0,NOT APPLICABLE,8,4,April,2014,3,Tuesday,1,1:00am-1:59am,22,22,1,This section IS ON the NHS,,,,,,,1,Interstate,I-85,,258,258,32.42691667,32.42691667,-85.907883330,-85.907883330,0,No Special Jurisdiction,24,Guardrail Face,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,Rural-Principal Arterial-Interstate,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,1,1:00am-1:59am,43,43,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
2014,1,10196,Alabama,3,3,0,1,1,3,3,97,MOBILE (97),0,NOT APPLICABLE,9,4,April,2014,4,Wednesday,20,8:00pm-8:59pm,5,5,0,This section IS NOT on the NHS,,,,,,,4,County Road,CR-CAROL PLANTATION ROAD,,0,None,30.56047500,30.56047500,-88.181227780,-88.181227780,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",1,"Front-to-Rear ",0,No,1,Non-Junction,1,Not an Intersection,0,None,5,Rural-Minor Collector,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,20,8:00pm-8:59pm,15,15,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
2014,1,10197,Alabama,2,2,0,0,0,2,2,101,MONTGOMERY (101),0,NOT APPLICABLE,10,4,April,2014,5,Thursday,17,5:00pm-5:59pm,30,30,0,This section IS NOT on the NHS,,,,,,,3,State Highway,SR-152,,4,4,32.39369722,32.39369722,-86.318547220,-86.318547220,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",1,"Front-to-Rear ",0,No,1,Non-Junction,1,Not an Intersection,0,None,13,Urban-Other Principal Arterial,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,17,5:00pm-5:59pm,50,50,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2014,1,10198,Alabama,1,1,0,0,0,1,1,125,TUSCALOOSA (125),3050,TUSCALOOSA,12,4,April,2014,7,Saturday,1,1:00am-1:59am,28,28,0,This section IS NOT on the NHS,,,,,,,4,County Road,CR-EAST HARGROVE ROAD,,0,None,33.17423056,33.17423056,-87.490594440,-87.490594440,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,14,Urban-Minor Arterial,4,On Roadside,2,Dark - Not Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,1,1:00am-1:59am,37,37,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
2014,1,10199,Alabama,1,1,0,0,0,1,1,35,CONECUH (35),0,NOT APPLICABLE,12,4,April,2014,7,Saturday,20,8:00pm-8:59pm,40,40,0,This section IS NOT on the NHS,,,,,,,4,County Road,CR-21,,0,None,31.51630278,31.51630278,-87.023500000,-87.023500000,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,6,Rural-Local Road or Street,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,88,Not Applicable (Not Notified),88,Not Applicable (Not Notified),88,"Not Applicable ",88,Not Applicable,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
2014,1,10200,Alabama,1,1,0,0,0,1,1,9,BLOUNT (9),0,NOT APPLICABLE,13,4,April,2014,1,Sunday,1,1:00am-1:59am,10,10,1,This section IS ON the NHS,,,,,,,3,State Highway,SR-79,,229,229,33.84195278,33.84195278,-86.664980560,-86.664980560,0,No Special Jurisdiction,59,"Traffic Sign Support ",0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,2,Rural-Principal Arterial-Other,4,On Roadside,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,1,1:00am-1:59am,43,43,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
2014,1,10201,Alabama,2,2,0,0,0,4,4,3,BALDWIN (3),1493,GULF SHORES,13,4,April,2014,1,Sunday,19,7:00pm-7:59pm,0,0,1,This section IS ON the NHS,,,,,,,3,State Highway,SR-59,,37,37,30.29971389,30.29971389,-87.682944440,-87.682944440,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",6,"Angle ",0,No,8,Driveway Access Related,1,Not an Intersection,0,None,13,Urban-Other Principal Arterial,1,On Roadway,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,19,7:00pm-7:59pm,5,5,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2014,1,10202,Alabama,1,1,0,0,0,1,1,51,ELMORE (51),0,NOT APPLICABLE,16,4,April,2014,4,Wednesday,21,9:00pm-9:59pm,13,13,0,This section IS NOT on the NHS,,,,,,,4,County Road,CR-TITUS ROAD,,0,None,32.67876111,32.67876111,-86.300188890,-86.300188890,0,No Special Jurisdiction,53,Mail Box,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,Rural-Major Collector,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,21,9:00pm-9:59pm,25,25,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
2014,1,10203,Alabama,1,1,0,0,0,1,1,89,MADISON (89),1730,HUNTSVILLE,17,4,April,2014,5,Thursday,20,8:00pm-8:59pm,10,10,0,This section IS NOT on the NHS,,,,,,,6,Local Street - Municipality,LEDGES DR,,0,None,34.67687222,34.67687222,-86.521047220,-86.521047220,0,No Special Jurisdiction,30,Utility Pole/Light Support,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,16,Urban-Local Road or Street,4,On Roadside,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,20,8:00pm-8:59pm,25,25,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
2014,1,10204,Alabama,1,1,0,0,0,1,1,91,MARENGO (91),0,NOT APPLICABLE,19,4,April,2014,7,Saturday,0,0:00am-0:59am,15,15,0,This section IS NOT on the NHS,,,,,,,4,County Road,CR-55,,0,None,32.10272222,32.10272222,-87.754533330,-87.754533330,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,6,Rural-Local Road or Street,4,On Roadside,2,Dark - Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,88,Not Applicable (Not Notified),88,Not Applicable (Not Notified),88,"Not Applicable ",88,Not Applicable,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
2014,1,10205,Alabama,3,3,0,0,0,3,3,25,CLARKE (25),1480,GROVE HILL,8,4,April,2014,3,Tuesday,12,12:00pm-12:59pm,50,50,1,This section IS ON the NHS,,,,,,,2,U.S. Highway,US-SR 13,HWY 295,750,750,31.72888889,31.72888889,-87.770230560,-87.770230560,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",6,"Angle ",0,No,2,Intersection,2,Four-Way Intersection,0,None,2,Rural-Principal Arterial-Other,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,13,1:00pm-1:59pm,5,5,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2014,1,10206,Alabama,1,1,0,0,0,2,2,125,TUSCALOOSA (125),0,NOT APPLICABLE,12,4,April,2014,7,Saturday,21,9:00pm-9:59pm,20,20,0,This section IS NOT on the NHS,,,,,,,3,State Highway,SR-216,,38,38,33.22807778,33.22807778,-87.429083330,-87.429083330,0,No Special Jurisdiction,32,Culvert,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,3,Rural-Minor Arterial,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,21,9:00pm-9:59pm,45,45,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2014,1,10207,Alabama,1,1,0,0,0,1,1,117,SHELBY (117),0,NOT APPLICABLE,12,4,April,2014,7,Saturday,23,11:00pm-11:59pm,20,20,0,This section IS NOT on the NHS,,,,,,,4,County Road,CR-331,,0,None,33.21191111,33.21191111,-86.709866670,-86.709866670,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,3,Rural-Minor Arterial,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,23,11:00pm-11:59pm,35,35,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
